catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
66,G,Google Cloud Trace,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
67,G,Grafana,Visualization,Observability visualization/dashboard,Multi-signal,Visualize telemetry and operational state,Web / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
68,G,Grafana Alloy,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
69,G,Grafana Cloud,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
70,G,Grafana Loki,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
71,G,Grafana Mimir,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
72,G,Grafana OnCall,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
73,G,Grafana Pyroscope,Profiling,Continuous/application profiling,Applications / infrastructure,CPU/memory/profile observability,Agent / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
74,G,Grafana Synthetic Monitoring,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
75,G,Grafana Tempo,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
76,G,Graphite,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
77,G,Graylog,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
78,H,Healthchecks.io,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
79,H,Honeycomb,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
80,H,Honeycomb tracing,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
81,H,Hubble,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
82,I,IBM Instana,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
83,I,Icinga,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
84,I,Incident.io,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
85,I,InfluxDB,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
86,I,Inspektor Gadget,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
87,J,Jaeger,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,CNCF 2025 graduated-project production use,22.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
88,J,journald,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
89,K,Kibana,Visualization,Observability visualization/dashboard,Multi-signal,Visualize telemetry and operational state,Web / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
90,K,kube-state-metrics,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
91,K,KubeArmor,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
92,L,Lightstep,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
93,L,Lightstep / ServiceNow Cloud Observability,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
94,L,Loggly,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
95,L,LogicMonitor,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
96,L,Logstash,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
97,L,Loki,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
98,M,ManageEngine Applications Manager,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
99,M,Metricbeat,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
100,M,Metrics Server,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
101,M,Monit,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
102,M,Moogsoft,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
103,M,Munin,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
104,N,Nagios Core,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
105,N,Netdata,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
106,N,New Relic,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
107,N,New Relic CodeStream profiler,Profiling,Continuous/application profiling,Applications / infrastructure,CPU/memory/profile observability,Agent / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
108,N,New Relic Dashboards,Visualization,Observability visualization/dashboard,Multi-signal,Visualize telemetry and operational state,Web / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
109,N,New Relic distributed tracing,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
110,N,New Relic Logs,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
111,N,New Relic Synthetics,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
112,N,node_exporter,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
113,O,Oh Dear,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
114,O,OpenCensus,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
115,O,OpenSearch,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
116,O,OpenSearch Dashboards,Visualization,Observability visualization/dashboard,Multi-signal,Visualize telemetry and operational state,Web / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
117,O,OpenTelemetry,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
118,O,OpenTelemetry Collector,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
119,O,OpenTelemetry eBPF,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
120,O,OpenTelemetry eBPF instrumentation,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
121,O,OpenTelemetry SDK,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
122,O,OpenTelemetry tracing,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
123,O,OpenTracing,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
124,O,OpenTSDB,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
125,O,Opsgenie,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
126,O,Oracle Cloud Observability,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
127,P,PagerDuty,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
128,P,Papertrail,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
129,P,Parca,Profiling,Continuous/application profiling,Applications / infrastructure,CPU/memory/profile observability,Agent / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
130,P,Parca Agent,Profiling,Continuous/application profiling,Applications / infrastructure,CPU/memory/profile observability,Agent / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
131,P,Parca Agent eBPF,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
