catalog_id,initial,language,github_rank_2026_q1,github_pushers_2026_q1_approx,stackoverflow_rank_2025,stackoverflow_used_pct_2025,tiobe_rank_2026_09,tiobe_rating_pct_2026_09,country_breakdown_status,gender_breakdown_status,catalog_source
150,D,DYNAMO,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
151,D,DAX,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
152,E,E,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
153,E,Ease,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
154,E,Easy PL/I,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
155,E,EASYTRIEVE PLUS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
156,E,ECMAScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
157,E,Edinburgh IMP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
158,E,EGL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
159,E,Eiffel,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
160,E,ELAN,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
161,E,Elixir,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
162,E,Elm,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
163,E,Emacs Lisp,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
164,E,Emerald,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
165,E,Epigram,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
166,E,EPL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
167,E,Erlang,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
168,E,es,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
169,E,Escher,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
170,E,ESPOL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
171,E,Esterel,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
172,E,Etoys,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
173,E,Euclid,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
174,E,Euler,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
175,E,Euphoria,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
176,E,EusLisp,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
177,E,CMS EXEC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
178,E,EXEC 2,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
179,E,Executable UML,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
180,E,Ezhil,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
181,F,F,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
182,F,F#,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
183,F,F*,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
184,F,Factor,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
185,F,Fantom,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
186,F,FAUST,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
187,F,FFP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
188,F,fish,,,5,48.7,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
189,F,Fjölnir,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
190,F,FL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
191,F,Flavors,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
192,F,Flex,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
193,F,Flix,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
194,F,FlooP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
195,F,FLOW-MATIC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
196,F,FOCAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
197,F,FOCUS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
198,F,FOIL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
199,F,FORMAC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
200,F,@Formula,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
201,F,Forth,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
202,F,Fortran,,,,,11,1.24,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
203,F,Fortress,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
204,F,FoxBase/FoxPro,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
205,F,FP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
206,F,Franz Lisp,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
207,F,Futhark,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
208,G,Game Maker Language,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
209,G,GameMonkey Script,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
210,G,GAMS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
211,G,GAP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
212,G,G-code,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
213,G,GDScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
214,G,GDL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
215,G,GEORGE,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
216,G,Gleam,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
217,G,GLSL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
218,G,GNU E,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
219,G,GNU Guile,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
220,G,GNU Octave,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
221,G,Go,,,13,16.4,12,1.1,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
222,G,Go!,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
223,G,GOAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
224,G,Gödel,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
225,G,Golo,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
226,G,GOM,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
227,G,Google Apps Script,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
228,G,Gosu,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
229,G,GOTRAN,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
230,G,GPSS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
231,G,GraphTalk,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
232,G,GRASS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
233,G,Grasshopper,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
234,G,Groovy,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
235,H,Hack,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
236,H,HAGGIS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
237,H,HAL/S,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
238,H,Halide,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
239,H,Hamilton C shell,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
240,H,Harbour,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
241,H,Hartmann pipelines,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
242,H,Haskell,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
243,H,Haxe,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
244,H,Hermes,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
245,H,High Level Assembly (HLA),,,17,7.1,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
246,H,HLSL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
247,H,Hollywood,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
248,H,HolyC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
249,H,Hop,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
250,H,Hope,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
251,H,Hopscotch,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
252,H,Hume,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
253,H,HyperTalk,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
254,H,Hy,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
255,I,IBM Basic assembly language and successors,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
256,I,IBM Informix-4GL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
257,I,IBM RPG,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
258,I,Icon,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
259,I,IDL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
260,I,Idris,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
261,I,Inform,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
262,I,Instruction List,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
263,I,Io,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
264,I,ISLISP,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
265,J,J,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
266,J,J#,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
267,J,J++,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
268,J,JADE,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
269,J,JAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
270,J,Janus (concurrent constraint),,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
271,J,Janus (time-reversible),,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
272,J,JASS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
273,J,Java,4,1100000,7,29.4,4,7.54,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
274,J,JavaFX Script,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
275,J,JavaScript,1,5700000,1,66.0,6,2.76,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
276,J,JCL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
277,J,JEAN,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
278,J,Jess,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
279,J,Join Java,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
280,J,JOSS,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
281,J,Joule,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
282,J,JOVIAL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
283,J,Joy,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
284,J,jq,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
285,J,JScript,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
286,J,JScript .NET,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
287,J,Julia,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
288,J,Jython,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
289,K,K,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
290,K,Kaleidoscope,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
291,K,Karel,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
292,K,KEE,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
293,K,KRC,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
294,K,KiXtart,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
295,K,Klerer-May System,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
296,K,KIF,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
297,K,Kodu,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
298,K,Kojo,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
299,K,Kotlin,9,433600,15,10.8,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
300,K,KRL,,,,,,,Available in GitHub Innovation Graph when reporting threshold/coverage permits,Not populated: no robust per-language gender table verified in cited published results,https://en.wikipedia.org/wiki/List_of_programming_languages
