catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
76,K,KeyDB Pub/Sub,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
77,K,ksqlDB,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
78,K,KubeMQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
79,L,Laravel Queues,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
80,M,Machinery,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
81,M,MassTransit,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
82,M,Materialize,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
83,M,Memphis.dev,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
84,M,MongoDB Change Streams,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
85,M,MQTT 3.1.1,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
86,M,MQTT 5.0,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
87,M,MySQL event patterns,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
88,N,NanoMQ,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
89,N,nanomsg,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
90,N,NATS,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
91,N,NATS JetStream,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
92,N,NATS Protocol,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
93,N,NNG,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
94,N,NServiceBus,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
95,N,NSQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
96,O,Oban,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
97,O,OpenMQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
98,O,Oracle Advanced Queuing,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
99,O,Oracle Streaming Service,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
100,P,PostgreSQL LISTEN/NOTIFY,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
101,P,Pravega,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
102,Q,Qpid Broker-J,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
103,Q,Qpid Dispatch Router,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
104,Q,Quartz.NET,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
105,Q,Quix Streams,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
106,R,RabbitMQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
107,R,RabbitMQ MQTT plugin,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
108,R,Rebus,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
109,R,Redis Pub/Sub,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
110,R,Redis Streams,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
111,R,Redpanda,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
112,R,Resque,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
113,R,RisingWave,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
114,R,River Queue,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
115,R,RQ,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
116,S,Server-Sent Events,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
117,S,Sidekiq,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
118,S,Solace PubSub+,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
119,S,Solid Queue,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
120,S,STOMP,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
121,S,StreamSets,Stream processing,Stream/event processing engine,Data engineering,Process event streams and pipelines,Cluster / library,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
122,S,Symfony Messenger,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
123,T,Taskiq,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
124,T,Temporal task queues,Application job queue,Background-job/task queue,Application frameworks,Asynchronous job processing,Library / worker / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
125,T,Tencent Cloud CKafka,Managed messaging,Cloud messaging/event service,Cloud,"Managed queues, topics, streams and event routing",Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
126,T,ThingsBoard MQTT,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
127,T,TIBCO Enterprise Message Service,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
128,V,Valkey Streams,Database-integrated messaging,Database event/change mechanism,Databases,"Notifications, change feeds and stream-like messaging",Database feature,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://survey.stackoverflow.co/2025/technology/
129,V,VerneMQ,MQTT/IoT messaging,MQTT broker/service,IoT,Device pub/sub messaging,Broker / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
130,W,WebSocket messaging,Messaging protocol,Messaging/event protocol or contract,Standards,Wire protocol and event interoperability,Protocol / specification,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
131,W,WebSphere MQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
132,Z,ZeroMQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
133,Ø,ØMQ,Messaging/streaming platform,Broker / event streaming,Distributed systems,Durable or real-time message/event transport,Broker / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/11/11/cncf-and-slashdata-survey-finds-cloud-native-ecosystem-surges-to-15-6m-developers/
