catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
85,P,Phabricator Differential,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
86,P,Pijul,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
87,P,Plastic SCM / Unity Version Control,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
88,P,PVCS Version Manager,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
89,Q,Quilt Data,Versioned data/extension,Version-control extension or data versioning,Git / data,"Large files, data and repository extensions",CLI / storage,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
90,Q,Quma VCS,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
91,R,RabbitVCS,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
92,R,RCS,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
93,R,Review Board,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
94,R,RhodeCode,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
95,R,RhodeCode Code Review,Code review,Code-review workflow/system,Git / multi-VCS,Review and gate source changes,Web / repository workflow,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
96,S,Sapling,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
97,S,SCCS,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
98,S,Serena Dimensions CM,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
99,S,SmartGit,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
100,S,SmartSVN,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
101,S,SourceAnywhere,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
102,S,SourceForge,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
103,S,Sourcetree,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
104,S,Sr.ht / SourceHut,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
105,S,StarTeam,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
106,S,Sublime Merge,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
107,S,Subversion (SVN),Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
108,S,Surround SCM,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
109,T,TeamWare,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
110,T,TFVC,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
111,T,tig,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
112,T,TortoiseGit,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
113,T,TortoiseSVN,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
114,T,Tower,VCS client,Graphical/TUI version-control client,Git / SVN / Perforce,Repository operations and visual history,Desktop / terminal,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
115,T,Tuleap,Code hosting,Source-code forge / hosting platform,Git / multi-VCS,"Host repositories, issues, reviews and collaboration",Cloud / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
116,V,Vault VCS,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
117,V,Veracity,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
118,V,Vesta,Version control,Source version-control system,Distributed / centralized / client-server,Track source history and collaboration,CLI / client-server / distributed,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_version-control_software
