catalog_id,initial,name,category,layer,kind,primary_language,ecosystem,stackoverflow_rank_2025,stackoverflow_used_pct_2025,stateofjs_used_pct_2025,stateofjs_satisfaction_pct_2025,w3techs_all_websites_pct_2026_09_23,w3techs_js_library_market_share_pct_2026_09_23,country_breakdown_status,gender_breakdown_status,notes,catalog_source
160,F,Fastify DX,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
161,F,Fat-Free Framework,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
162,F,FeathersJS,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
163,F,FeathersJS Server,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
164,F,Fiber,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
165,F,Fiber Next,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
166,F,Fiery,R web,Server / data app,Framework / web app toolkit,R,R,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
167,F,Finatra,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
168,F,Finch,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
169,F,Fireball,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
170,F,Flamingo,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
171,F,Flask,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,11,14.4,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
172,F,Flight,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
173,F,Fluent UI,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
174,F,Flutter Web,Dart web,Client / server / full-stack,Framework / web toolkit,Dart,Dart,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
175,F,FoalTS,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
176,F,Fomantic UI,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
177,F,Foundation,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
178,F,Franklin.jl,Julia web,Server / full-stack / SSG,Framework / web toolkit,Julia,Julia,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
179,F,Fresh,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
180,F,FuelPHP,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
181,F,Fulcro,Clojure web,Server / full-stack / client,Framework / web toolkit,Clojure / ClojureScript,Clojure,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
182,F,Fullmoon,Lua web,Server / SSG,Framework / web toolkit,Lua,Lua,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
183,F,Fusebox,CFML web,Server,Framework,CFML,ColdFusion / CFML,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
184,F,FW/1,CFML web,Server,Framework,CFML,ColdFusion / CFML,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
185,G,Gantry,Perl web,Server,Framework / web toolkit,Perl,Perl,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
186,G,Gatsby,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,24,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
187,G,Gearbox,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
188,G,Gem,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
189,G,Genie,Julia web,Server / full-stack / SSG,Framework / web toolkit,Julia,Julia,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
190,G,Ghost,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
191,G,Gin,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
192,G,Giraffe,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
193,G,Go kit,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
194,G,go-zero,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
195,G,Goa,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
196,G,Goa v3,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
197,G,Gocraft/web,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
198,G,GoFiber,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
199,G,GoFrame,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
200,G,Goji,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
201,G,Goldsmith,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
202,G,Google Web Toolkit,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
203,G,Gorilla Mux,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
204,G,Gorilla Toolkit,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
205,G,Gotham,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
206,G,Goweb,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
207,G,Goyave,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
208,G,Gradio,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
209,G,Grails,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
210,G,Grape,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
211,G,Grip,Crystal web,Server / full-stack / SSG,Framework / web toolkit,Crystal,Crystal,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
212,G,Grommet,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
213,G,GuildenStern,Nim web,Server / client,Framework / web toolkit,Nim,Nim,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
214,H,h3,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
215,H,Hakyll,Haskell web,Server / full-stack / SSG,Framework / web toolkit,Haskell,Haskell,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/krispo/awesome-haskell
216,H,Hanami,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
217,H,Hapi,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
218,H,Happstack,Haskell web,Server / full-stack / SSG,Framework / web toolkit,Haskell,Haskell,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/krispo/awesome-haskell
219,H,HappyX,Nim web,Server / client,Framework / web toolkit,Nim,Nim,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
220,H,Harp,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
221,H,Helidon,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
222,H,Hertz,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
223,H,Hexo,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
224,H,Hobbit,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
225,H,Hologram,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
226,H,Hono,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,95,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
227,H,Hoplon,Clojure web,Server / full-stack / client,Framework / web toolkit,Clojure / ClojureScript,Clojure,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
228,H,Hotwire,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
229,H,HTMX,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
230,H,http4k,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
231,H,http4s,Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
232,H,httprouter,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
233,H,Hug,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
234,H,Hugo,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
235,H,Hummingbird,Swift web,Server / SSG,Framework / web toolkit,Swift,Swift,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/matteocrippa/awesome-swift
236,H,Hunchentoot,Common Lisp web,Server,Framework / web toolkit,Common Lisp,Common Lisp,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
237,H,Hwaro,Crystal web,Server / full-stack / SSG,Framework / web toolkit,Crystal,Crystal,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
238,H,Hyde,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
239,H,HydePHP,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
240,H,Hyperapp,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
241,H,HyperExpress,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
242,H,Hyperf,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
243,H,Hyperstack,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
244,I,Ignite,Swift web,Server / SSG,Framework / web toolkit,Swift,Swift,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/matteocrippa/awesome-swift
245,I,IHP,Haskell web,Server / full-stack / SSG,Framework / web toolkit,Haskell,Haskell,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/krispo/awesome-haskell
246,I,Immutant,Clojure web,Server / full-stack / client,Framework / web toolkit,Clojure / ClojureScript,Clojure,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
247,I,Inertia.js,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
248,I,Inferno,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
249,I,inuitcss,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
250,I,Iris,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
251,J,Jaguar,Dart web,Client / server / full-stack,Framework / web toolkit,Dart,Dart,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
252,J,Jakarta Faces,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
253,J,Jaspr,Dart web,Client / server / full-stack,Framework / web toolkit,Dart,Dart,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
254,J,Javalin,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
255,J,JBake,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
256,J,JBake SSG,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
257,J,JBoss Seam,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
258,J,Jekyll,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
259,J,Jersey,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
260,J,Jester,Nim web,Server / client,Framework / web toolkit,Nim,Nim,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
261,J,Jifty,Perl web,Server,Framework / web toolkit,Perl,Perl,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
262,J,Jooby,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
263,J,Joomla,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
264,K,Karax,Nim web,Server / client,Framework / web toolkit,Nim,Nim,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
