catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
76,H,HashiCorp Boundary,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
77,H,HashiCorp Waypoint,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
78,H,Heat / OpenStack Heat,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
79,H,Helm,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,CNCF 2025 graduated-project production use,81.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
80,H,Helmfile,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
81,I,IBM Kubernetes Service,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
82,I,Ignition,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
83,I,Image Builder,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
84,I,img,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
85,I,Incus,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
86,I,Istio,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,CNCF 2025 graduated-project production use,36.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
87,J,Jsonnet,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
88,K,K0s,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
89,K,K3s,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
90,K,Kaniko,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
91,K,Kapitan,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
92,K,Karpenter,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
93,K,Kata Containers,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
94,K,Katello,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
95,K,KEDA,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
96,K,Kind,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
97,K,Kpt,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
98,K,Krustlet,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
99,K,Kube-OVN,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
100,K,Kube-router,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
101,K,Kubeapps,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
102,K,Kubebuilder,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
103,K,Kubernetes,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,CNCF 2025 production use,82.0,CNCF annual survey headline,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
104,K,KubeSphere,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
105,K,KubeVela,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
106,K,Kuma,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
107,K,Kustomize,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
108,K,Kyverno,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
109,L,Lima,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
110,L,Linkerd,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
111,L,Longhorn,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
112,L,LXC,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
113,L,LXD,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
114,M,Marathon,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
115,M,Metacontroller,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
116,M,MetalLB,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
117,M,MicroK8s,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
118,M,Minikube,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
119,M,Multipass,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
120,M,Multus,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
121,N,nerdctl,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
122,N,Nomad,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
123,N,Nomad Pack,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
124,O,Open Policy Agent,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
125,O,Open Service Mesh,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
126,O,OpenEBS,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
127,O,OpenNebula OneFlow,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
128,O,OpenShift,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
129,O,OpenTofu,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
130,O,Operator SDK,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
131,O,Oracle Kubernetes Engine,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
132,O,OrbStack,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
133,O,OVH Managed Kubernetes,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
134,P,Packer,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
135,P,Pallet,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
136,P,Podman,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
137,P,Podman Desktop,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
138,P,Portworx,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
139,P,PowerShell DSC,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
140,P,Pulumi,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
141,P,Puppet,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
142,R,Rancher,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
143,R,Rancher Desktop,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
144,R,Rex,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
145,R,RKE2,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
146,R,Rook,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
147,R,Rudder,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
148,R,runc,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
149,S,Salt,Configuration management,Host/configuration automation,Multi-platform,Configure hosts and fleets,Agent / agentless / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
150,S,Scalr,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
151,S,Singularity / Apptainer,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
152,S,Skopeo,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
