catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
83,M,Mergify,Repository automation,Dependency/merge automation,Git hosting,Automate dependency updates and merge policy,Git forge / bot,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
84,N,Nerdbank.GitVersioning,Release automation,Version/release automation,Multi-language,"Versioning, changelogs and releases",CLI / CI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
85,N,Netlify Build,Cloud CI/CD,Provider build/deploy service,Cloud,Build and deploy hosted applications,Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
86,N,Nox,Pipeline execution,Pipeline/workflow engine,Multi-language,Execute build/deploy workflows,Runner / cluster / CLI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
87,O,Octopus Deploy,CD/GitOps,Continuous delivery/deployment,Cloud native / multi-platform,Promote and deploy application changes,Cluster / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/07/24/cncf-end-user-survey-finds-argo-cd-as-majority-adopted-gitops-solution-for-kubernetes/
88,O,OVHcloud CI integrations,Cloud CI/CD,Provider build/deploy service,Cloud,Build and deploy hosted applications,Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
89,P,PagerDuty Rundeck,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
90,P,pre-commit,Release automation,Version/release automation,Multi-language,"Versioning, changelogs and releases",CLI / CI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
91,P,Puppet Enterprise,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
92,R,Railway Deployments,Cloud CI/CD,Provider build/deploy service,Cloud,Build and deploy hosted applications,Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
93,R,Rancher Fleet,CD/GitOps,Continuous delivery/deployment,Cloud native / multi-platform,Promote and deploy application changes,Cluster / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/07/24/cncf-end-user-survey-finds-argo-cd-as-majority-adopted-gitops-solution-for-kubernetes/
94,R,Release Please,Release automation,Version/release automation,Multi-language,"Versioning, changelogs and releases",CLI / CI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
95,R,release-it,Release automation,Version/release automation,Multi-language,"Versioning, changelogs and releases",CLI / CI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
96,R,Render Deploy Hooks,Cloud CI/CD,Provider build/deploy service,Cloud,Build and deploy hosted applications,Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
97,R,Renovate,Repository automation,Dependency/merge automation,Git hosting,Automate dependency updates and merge policy,Git forge / bot,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
98,R,Robusta,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
99,R,Runbook Automation,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
100,R,Rundeck,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
101,S,Salt Reactor,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
102,S,Screwdriver.cd,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
103,S,semantic-release,Release automation,Version/release automation,Multi-language,"Versioning, changelogs and releases",CLI / CI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
104,S,Semaphore CI,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
105,S,Shipkit,Release automation,Version/release automation,Multi-language,"Versioning, changelogs and releases",CLI / CI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
106,S,Shippable,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
107,S,Shoreline,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
108,S,Snyk Open Source automation,Repository automation,Dependency/merge automation,Git hosting,Automate dependency updates and merge policy,Git forge / bot,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_source-code-hosting_facilities
109,S,Solano CI,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
110,S,Spinnaker,CD/GitOps,Continuous delivery/deployment,Cloud native / multi-platform,Promote and deploy application changes,Cluster / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/07/24/cncf-end-user-survey-finds-argo-cd-as-majority-adopted-gitops-solution-for-kubernetes/
111,S,StackStorm,Operations automation,Runbook/event automation,DevOps / SRE,Automate operational remediation/workflows,Server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
112,S,Standard Version,Release automation,Version/release automation,Multi-language,"Versioning, changelogs and releases",CLI / CI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
113,S,Strider CD,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
114,T,Taskfile,Pipeline execution,Pipeline/workflow engine,Multi-language,Execute build/deploy workflows,Runner / cluster / CLI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
115,T,TeamCity,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
116,T,Tekton Pipelines,Pipeline execution,Pipeline/workflow engine,Multi-language,Execute build/deploy workflows,Runner / cluster / CLI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
117,T,Tox,Pipeline execution,Pipeline/workflow engine,Multi-language,Execute build/deploy workflows,Runner / cluster / CLI,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
118,T,Travis CI,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
119,V,Vercel Build,Cloud CI/CD,Provider build/deploy service,Cloud,Build and deploy hosted applications,Managed cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
120,W,Weave GitOps,CD/GitOps,Continuous delivery/deployment,Cloud native / multi-platform,Promote and deploy application changes,Cluster / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2025/07/24/cncf-end-user-survey-finds-argo-cd-as-majority-adopted-gitops-solution-for-kubernetes/
121,W,werf,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
122,W,Woodpecker CI,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
123,Z,Zuul,CI,Continuous integration system,Multi-language,"Build, test and validate changes",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://blog.jetbrains.com/teamcity/2025/10/the-state-of-cicd/
