catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
89,M,Mongoose Web Server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
90,M,Monkey HTTP Server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
91,M,mtr,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
92,M,MuleSoft Anypoint Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
93,N,Ncat,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
94,N,Nebula,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
95,N,NetBird,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
96,N,netcat,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
97,N,nethogs,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
98,N,netstat,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
99,N,Netty HTTP,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
100,N,Nginx,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,W3Techs known-web-server website usage 2026-09-23,30.9,Detected websites with known server,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
101,N,NGINX API Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
102,N,Nginx Proxy Manager,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
103,N,Nginx Reverse Proxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
104,N,ngrok,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
105,N,nmap,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
106,N,NSD,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
107,N,nslookup,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
108,O,OpenLiteSpeed,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
109,O,OpenResty,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
110,O,OpenVPN,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
111,O,OpenZiti,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
112,P,Passenger,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
113,P,Pen,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
114,P,Pi-hole,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
115,P,ping,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
116,P,Postman Agent,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
117,P,Pound,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
118,P,PowerDNS Authoritative,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
119,P,PowerDNS Recursor,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
120,P,Privoxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
121,P,Puma,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
122,R,Radware Alteon,Managed/ADC load balancing,Load balancer / ADC,Cloud / network appliance,Layer 4/7 balancing and application delivery,Managed cloud / appliance,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
123,R,Rathole,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
124,R,Rebex Tiny Web Server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
125,S,Sanic Server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
126,S,Serveo,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
127,S,SimpleHTTPServer / Python http.server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
128,S,socat,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
129,S,SOCKS5 proxies,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
130,S,Solo Envoy Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
131,S,Squid,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
132,S,ss,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
133,S,strongSwan,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
134,T,Tailscale,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
135,T,tcpdump,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
136,T,Technitium DNS Server,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
137,T,Telepresence,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
138,T,telnet,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
139,T,Tengine,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
140,T,Thin,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
141,T,thttpd,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
142,T,Tinyproxy,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
143,T,Tomcat,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
144,T,Tornado HTTP Server,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
145,T,traceroute,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
146,T,Traefik,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
147,T,Traefik Hub,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
148,T,TShark,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
149,T,Twisted Web,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
150,T,Tyk,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
151,U,Unbound,DNS,DNS server/resolver,DNS,Name resolution and service discovery,Network daemon / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
152,U,Undertow,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
153,U,Unicorn,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
154,U,Unit,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
155,U,Uvicorn,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
156,U,uWSGI,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
157,V,Varnish Cache,Proxy/load balancing,Reverse/forward proxy and load balancer,Networking,"Route, balance, cache or inspect traffic",Network service / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
158,W,Waitress,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
159,W,Warp,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
160,W,WEBrick,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
161,W,websocat,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
162,W,wget,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
163,W,WireGuard,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
164,W,Wireshark,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
165,W,wscat,Network utility,Network/HTTP diagnostic tool,Networking,"Inspect, test and troubleshoot network communication",CLI / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
166,W,WSO2 API Manager Gateway,API gateway,API/edge gateway,API networking,"Route, secure and manage API traffic",Gateway / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.postman.com/state-of-api/2025/
167,Y,Yaws,Web server,HTTP/application server,Web / multi-language,Serve HTTP applications and static content,Server / application runtime,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
168,Z,ZeroTier,Connectivity/tunneling,VPN/tunnel/overlay networking,Network,Secure connectivity and development tunnels,Agent / VPN / tunnel,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.netcraft.com/resources/web-server-survey
